text,label,source
pilihan makanan sangat bervariasi jadi enggak usah khawatir kalau pergi sama teman tetapi lagi ingin makan yang beda karena lengkap dari yang tradisonal sampai makanan jepang pun ada . juara pilihan nya !,positive,smsa:validation
"tizi s memiliki tempat yang menarik . nyaman dan tenang , dengan lampu restoran yang sedikit remang-remang . menu andalan nya shaslik , enak . saya juga mencoba steak tenderloin medium juga enak dengan tingkat kematangan yang tepat . harga menu restoran ini cukup mahal , mirip dengan harga restoran steak di jakarta , namun dengan suasan dan tempat yang ditawarkan , nilai untuk uang - nya jauh lebih baik . kapasitas restoran ini cukup banyak menampung orang .",positive,smsa:train
"barang ga sampai sudah ke ekspedisi juga ga ada,udh minta kasih ulasan saja,smoga yg nerima tuh barang berkah,besok besok ga lagi beli disini",negative,prdect_id
"indosatcare yang saya tunggu jawaban nya kapan nomer saya normal kembali , bukan jawaban masalah perbaikan terdepan nya , bagaimana sih ?!",negative,smsa:train
rapi dan enak dipakai,positive,prdect_id
toko ini gimana mau pakai 5 9 di kasih 99 udah mau mati kali 99 jg bener jualan,negative,prdect_id
timernya kurang tepat,negative,prdect_id
"jeruknya udh busuk dikirim yg gk busuk, gk ada lagi airnya pilus keras",negative,prdect_id
"baik, brng bagus,oke lah untuk ukuran ny",positive,kaggle_shopee
"direkomendasikan penjual , cepat pelayanan dan bagus pengemasan",positive,smsa:train
hanura resmi dukung ridwan kamil di pilkada jawa barat,neutral,smsa:train
bisnis saya merugi teus tidak untung gara-gara pakai laptop asus,negative,smsa:train
"mengurus kampung menata kota , demiz demul ahli nya",positive,smsa:train
mudah dipakainya,positive,prdect_id
sukaaaaaaaaaaaaaaa dan lucuuuuuu,positive,prdect_id
"gimana ya , bicara ayam goreng sebenarnya , ini jenis menu makanan yang bisa dikatakan biasa bahkan , biasanya di rumah suka masak juga entah kenapa rasa ayam goreng suharti , dari dulu hingga enak tahu nya juga dia pakai tahu susu sudah ah . tetap masih mau jadi pelanggan setia di sini . suka to sangat !",positive,smsa:train
ntaps sesuai pesanan pengiriman lumayan cepet,positive,kaggle_shopee
"ikan mas dihidangkan dalam olah pepes , yakni dibungkus daun pisang setelah dilengkapi rempah-rempah dan dikukus . dinikmati saat panas menambah selera makan",positive,smsa:train
"yang terhormat admin saya sudah restart kartu perdana ini lebih dari5x semalam . pengaturan manual juga sudah saya pengaturan , kalau memberi solusi yang benar dong !",negative,smsa:train
"letak restoran ini di dalam hotel padma , dan pemandangan bisa melihat hutan . pada saat malam hari juga bisa melihat kurang kurang dari sisi makanan menjual makanan barat maupun indonesian makanan . tempat makan ini cocok untuk pasangan dan kumpul bersama teman teman",positive,smsa:train
"kali ini kecewa kurang puas beli mukena dsini, packing standar, banyak noda kotor di bawahan mukena, bagian atasan mukena bnyak benang keluar jd kurang rapih, bahan seperti panas karna kasar bahan y, warna pink y tidak soft seperti gambar maaf pink y seperti warna taplak meja hajatan, selera sih klo sya ga suka, beli saat flash sale, ukr sih besar cukup untuk orang bb 70kg.",negative,prdect_id
sangat kecewaaaa bangett pengiriman barang lamaaaaaa sekaliii tidak sesuai dengan waktu estimasi nya dan melebihi sampe 3 hari lebihhh dari waktu estimasi nya..kecewaaaa,negative,prdect_id
"selain batagor , banyak penjual kuliner lainnya sehingga tidak perlu menghabiskan waktu untuk mencari di tempat lain . namun untuk rasa idola nya masih batagor dan somay kingsley , kuliner lainnya rasanya standart",positive,smsa:train
mantap tajam. kualitas produk bagus. produk sesuai.,positive,prdect_id
"tempat nongkrong 24 jam anak muda bandung . andalan nya adalah penggunaan keju di menu-menu mereka secara masif . tempat nya cukup luas , sangat ramai , tapi kurang begitu bersih . namun , pelayan nya cukup sering terlihat menyapu dan membersihkan area . saran saya sih kalau anda bukan big fan of cheese sebaiknya jangan pesan mie rebus dengan keju , karena jadi nya kuah nya akan kental dan asin . tapi secara keseluruhan saya suka di sini .",positive,smsa:train
"setelah dicek tidak utuh 32gb. kok bisa ya?!.. kemana sisa 3gb nya mas mba?krn lagi butuh, yaudahlah cukup tau beli disini. pertama dan terakhir beli disini.",negative,prdect_id
"200 ribu di era sby itu sudah bisa buat mencapai freezer 1000 liter 24 jam nonstop . tv , lampu , amp rice cooker . kalau listrik nya benar-benar 900 va",neutral,smsa:train
tidak setia,negative,smsa:train
tidak melelahkan,positive,smsa:train
"tidak terlalu jauh dari lembang terletak di jalan kolonel masturi dilalui oleh kendaraan umum , suasana khas pegunungan sangat sejuk , tersedia berbagai menu makanan dan toko-toko , juga bisa menikmati pemandangan persawahan .",positive,smsa:train
"biasanya mulai macet itu di kami 9,8,7 eh ini masih kami 16 sudah macet , sampai jam berapa nih",negative,smsa:train
balon presiden dan wakil presiden 2019 - 2024,neutral,smsa:train
jokowi antek asing .,negative,smsa:train
bagus sesuai deskripsi tp sayang fm radio nya gak bisa scan frekuensi jd suaranya cuma kresek doang gk bisa dapet signal,positive,kaggle_shopee
"kebetulan saya suka masakan kampung dan desa seperti sambel , nasi liwet nasi timbel tempat ini menyediakan berbagai macam dengan penyajian yang cukup unik nasi nya dibungkus daun pisang .",positive,smsa:validation
lengkap bagus pengiriman cepat dan tepat terpercayaa nomor 1 seindonesia,positive,prdect_id
"makanan terbaik dengan koki terbaik , interior terbaik , tempat terbaik yang harus anda ku njungi , terima kasih terima kasih lotus garden restoran",positive,smsa:train
bahan tipis sekali,negative,prdect_id
kapoooookkk lah...!?!,negative,prdect_id
material produk bagus. kualitas produk bagus. produk sesuai.,positive,prdect_id
pengiriman cepat sampai dan baik,positive,prdect_id
pengiriman lama dan tidak ada cara perakitan box yang susah.,negative,prdect_id
parpol kerja nya tidak becus banget sih . bubarkan saja parpol .,negative,smsa:train
bahan terlalu tipis.. jahitan kurang kuat.. bs cpt sobek..,negative,prdect_id
"suasana restoran alamiah , pasti didisain oleh arsitek . ada air sungai dengan suara gemericik yang enak didengar . bagi orang kota yang tidak pernah mendengar suara gemericik air di sinilah tempat nya . tumbuhan pakis hutan ditata dengan apik . ada jembatan kayu yang bagus untuk latar belakang memotret . soal rasa masakan pasti nya membuat lidah kita bergoyang deh . sangat bagus makan di sini dengan membawa keluarga .",positive,smsa:train
pakai esktra bubble udah bayar ternyata saat dikirim tidak diberi bubble,negative,prdect_id
mobil yang sehari-hari di pakai jeje adalah merk toyota dan berwarna cream .,neutral,smsa:train
pelayanan memuaskan dan barang sesuai ?,positive,prdect_id
golkar menginginkan demokrat untuk masuk koalisi pendukung jokowi .,neutral,smsa:train
menu nya lumayan banyak pilihan dan pelayanan cepat . kebetulan juga dekat dengan hotel menginap semalam . jadi lebih mudah ke sana nya . kan hanya menyebrang saja sudah sampai . mantap,positive,smsa:train
"ayam suharti di bandung jalan cipaganti memang ayam goreng nya gurih dan krispi , enak sekali . tapi jika bawa pulang . minyak nya banyak nya sekali .",neutral,smsa:train
"menu bubur untuk sarapan pagi favorit semua orang . porsi cukup , tidak terlalu besar , tidak terlalu sedikit . bubur ayam lokal yang cukup untuk mengganjal perut di pagi hari .",positive,smsa:validation
"rumah makan nya sih unik . luas juga . parkir nya juga gede . masakan nya campur-campur sih . ada jawa , chines makanan dan makanan barat juga . harus coba deh kalau ke bandung . homie dan yummy .",positive,smsa:train
sepadan dengan harga murah tapi tidak murahan fitur terbaik joss,positive,kaggle_shopee
"bingung deh , selalu saja tidak bisa ikutan nongkrong karena memang ramai sekali yasudahlah ya sepertinya memang lebih enak aku drive tiru saja berhubung di dago posisi nya sumpah ini mcd paling ramai . baca ramah !",negative,smsa:train
arkeolog mesir temukan spinx baru di kuil kom obmo,neutral,smsa:validation
sepadan dengan harga iya semoga awet buat bantu mengajar anak tk,positive,kaggle_shopee
rasa makanan cukup enak . pelayanan biasa saja . lokasi cukup strategis dekat eskalator turun dan naik mal pvj . secara keseluruhan baik mantap .,positive,smsa:train
"barang yg dikirim ga ada remote nya, ga lg belanja disini, toko kurang teliti",negative,prdect_id
"baik , selain wisata wahana saya juga suka wisata kuliner . sejak saya di bandung kuliner yang paling saya buru adalah siomay dan batagor . mungkin kalau batagor saya sudah akrab dengan batagor kingsley yang rasanya melegenda . untuk urusan siomay , rasanya tidak salah kalau traveler memanjakan perut nya di saung siomay ini . seperti judul nya . tekstur nya lembut , bumbu nya juga pas kena banget .",positive,smsa:train
bagus. murah meriah.. bisa di pakai si kecil buat nyanyii,positive,kaggle_shopee
"kafe di braga mah banyak . tapi , cuma di sini yang ramai banget . pas di dalem kita kayak dikasih makanan ringan pembuka dan air . dan itu free . tidak hanya itu , pelayan siap me refill dengan cepat pas gelas kita kosong . hot chocolate nya top markotop dah .",positive,smsa:train
yg micro ini sering rusak coba di tingkatkn lg kualitasnya,negative,prdect_id
"enak buat nongkrong bareng teman , tidak membosankan tojokan nya . yang istimewa dari makanan nya itu bumbu herbs nya yang ditaburkan di atas daging . memang agak mahal ya",positive,smsa:train
untung sekali dia mendapatkan sepda dari presiden,positive,smsa:train
sandiaga uno salah satu orang terkaya di indonesia .,neutral,smsa:test
fitur terbaik sayangnya kurirnya gak mau masuk,positive,kaggle_shopee
"pengiriman lama, barang sesuai harga , tlg qc nya lebih di perbaiki ada bolong2 bks jarum di jahitannya, ada garis putih di kerudung abu yg lbh keliatan",negative,prdect_id
ras lemah ! main nya pedang2an,negative,smsa:validation
"tidak ada tempat makan restoran , tempat main anak anak kurang banyak , tetapi disain dan atmosfir nya luar biasa . patut dicoba",positive,smsa:train
"driver nya mau nya yang jarak dekat mbak , karena hampir 90 driver gojek itu menggunakan fase gps .",neutral,smsa:train
"packing aman dan pengiriman baik, harga baik, produk sesuai harga, semoga awet, trimakasih",positive,kaggle_shopee
"puas banget, sempet error di kurir mau pake gercep, seller nya respon bgt sama2 cari solusi. order ulang ga pelit, ada yg dikasih tambahan dikit2.. makasi ya kak. jaya selalu tokonya ?",positive,prdect_id
"beli ini krn anak istri mau liburan di jakarta, cari2 ketemu toko ini dengan harga yg masih ramah kantong, untuk pelayanan toko bagus cepet, packaging nya juga rapih aman banget, recomended seller. untuk difusser nya berfungsi dengan baik, untuk kualitas diffuser nya sendiri termasuk kokoh ya dengan harga segini, puas benget sih pas udah nyobain. semoga bisa tahan lama difusser nya",positive,prdect_id
om . kamu kafir ya ? monti belum sunat dong .,negative,smsa:train
top bgt ?,positive,prdect_id
tidak jijik,positive,smsa:train
fitur terbaik cocok sekali,positive,kaggle_shopee
kampung daun adalah tempat makan yang menyatukan konsep alam dan budaya dari daerah setempat . walaupun di dalam kompleks perumahan akan tetapi tempat tersebut cukup luas mempunyai mungkin sekitar 20 lebih saung tempat makan dari yang kapasitas sedang hingga besar . kualitas makanan enak dan dengan ada nya suara riak air dari air terjun kecil di sana membuat suasana sangat nyaman untuk makan .,positive,smsa:train
"olahan bakso yang divariasi secara kekinian , menu bakso keju termasuk cukup nyaman di lidah . ingin datang kembali untuk mencoba menu bakso lainnya .",positive,smsa:train
ahok pembohong,negative,smsa:train
respon penjual buruk barang tidak sesuai pesanan,negative,prdect_id
"bagus banget, barangnya aman... harganya juga murah banget",positive,kaggle_shopee
brang bagus. kbel bisa cuma kalo di pake panas di pegangan lampunnya,positive,prdect_id
"area restoran ini lumayan luas dengan parkir yang cukup , pemandangan bagus , namun makanan yang disajikan tidak sebanding dengan harga . saya coba makan rawon , tapi lidah saya tidak merasakan sensasi rasa yang diharapkan .",negative,smsa:train
kalau ke bandung pasti malam nya saya pergi makan malam ke kampung daun . itu sudah menjadi tempat yang tidak terlewatkan . di sana nuansa nya alami sekali kalau saya melihat seperti bukit di belah dua sedangkan resto nya ditengah-ditengah nya indah . seperti kita berada dikampung zaman dulu ada api unggun . dengan menggunakan saung-saung ada bantal guling nya buat santai-santai sambil menikmati minuman hangat makanan ala indonesia atau makanan barat .,positive,smsa:validation
id my s8 eror . lagi . hang . atau apapun nama nya . selama 3 jam lebih ? kirain cuma hang biasa selama 1 atau 2 menit but ini adalah crazy . kecewa parah pokok nya .,negative,smsa:test
"pangsit dan batagor nya enak , apalagi kalau berkuah pedas . cuma tempat nya ini agak sempit , dan sedikit . jadi siap-siap saja untuk antre dan menunggu giliran dapat tempat duduk . sebenarnya tempat makan nya tidak nyaman , tapi karena siomay , pangsit dan batagor nya ini enak . jadi , tidak masalah deh sama tempat yang tidak nyaman ini . terbayar dengan rasa .",positive,smsa:train
"jika anda ingin penggemar bakso , belum pas jika tidak makan bakso di kampung bakso , selain rasanya yang enak tempat yang nyaman , serta menu di sini bebas msg . di sini kita juga bisa membeli berbagai oleh oleh khas bandung seperti aneka macam tempe goreng , bolu pisang , bolu keju serta kita bisa juga membeli bakso , siomay atau batagor untuk dibawa pulang ke jakarta .",positive,smsa:train
salah satu bukti nyata bahwa presiden membangun nkri untuk menjadi bangsa dan negara yang maju . masak kita tidak merasa bangga ? masak tidak diberi kesempatan dua periode ? presiden yang berprestasi dengan dedikasi tinggi sangat layak 2019 dipilih lagi . saya pribadi tidak mungkin tidak merasa bangga dengan beliau .,positive,smsa:train
"santap hidangan syukuran haji , puluhan warga cugenang keracunan",neutral,smsa:train
"gabakal beli ditoko ini lagi pelayanannya zonk banget! order instan tujuanya biar bisa dikirim hari itu juga malah dikirim hari berikutnya! diketerangan sudah jelas kalo order instan sblm jam 12 akan diproses hari yg sama, aku order jam 11.27 lo isok e dikirim hari besoknya dih dichat juga ga respon blas haduh pisan ae ketemu toko gak juelas koyok ngene",negative,kaggle_shopee
cukup luas untuk menampung hingga lima ratus orang dalam waktu yang sama dengan di luar area di bawah gemerlap bintang di malam hari,positive,smsa:train
dari dulu sudah mau banget coba ke sini akhirnya sampai juga . dari mulai reservasi sampai proses billing semuanya terlayani dengan sangat memuaskan . sangat dianjurkan tempat tidak perlu jauh jauh ke lembang untuk lihat citylight . thanks to mas agus untuk teh terbaik pelayanan we have had .,positive,smsa:train
"menu yang sangat enak dan harga yang sangat terjangkau , tempat yang nyaman . kombinasi ayam dan keju adalah ide yang unik . tersedia level pedas 1 sampai dengan 5 . disarankan untuk tidak memilih level 2 ke atas bagi yang tidak menyukai makanan pedas",positive,smsa:train
saya kan beli kartu perdana yang sudah ada kuota di gerai pulsa telkomsel,neutral,smsa:train
jawa anjing gue tidak pahamlah tolol kamu .,negative,smsa:train
"selamat siang bos, pesanan sudah saya terima. belum di pasang di coba. packing sangat rapi dan aman. product mantap. pokoknya top markotop. pelayanan sangat oke. toko sangat recomended sekali. makasih banyak atas semuanya. salam sukses, sehat dan sejahtera selalu. aamiin",positive,prdect_id
restoran sedang size sedikit kelihatan tua makanan variasi untuk padang oke makanan ya standar sekali tidak ada karakter yang kuat yang menonjol dan cukup baik bersama keluarga terutama sore hari,negative,smsa:train
tandain muka laki nya tipe-tipe begini suka jual isteri nya sendiri . buat para wanita mohon hati-hati memilih suami apalagi kader gerindra,negative,smsa:train
"suasana nya nyaman dan udara nya sejuk , makanan nya enak walo pun sedikit mahal tetapi terbayar oleh suasana nya",positive,smsa:train
fitur terbaik suaranya besar sepadan dengan harga pas dikantong alhamdulillah paket sudah sampai bagus banget suaranya juga besar dan ngebas banget,positive,kaggle_shopee
padahal subsidi banyak dikurangi pengampunan pajak .,negative,smsa:train
kancing nya baru bbrp kali pake copot kurang kuat,negative,prdect_id
"dari naman nya the 18 , anda bisa menebak bahwa restoran ini terletak di lantai 18 . ya benar . di restoran ini , tidak hanya anda bisa menikmati hidangan makanan yang disediakan , yaitu makanan barat , japanesse maupun sunda , anda juga dapat melihat keindahan kota bandung . pelayanan di restoran ini juga cukup baik , semua pelayan dan waitress ramah dan selalu tersenyum",positive,smsa:train
pemikiran sempit tapi sok benar kesal banget aku,negative,smsa:train
"saya kira bukunya gede ternyata kecil,selain kecil tidak tebal juga.untuk packing lebih di tingkatkan lagi karena bukunya ujungnya basah.selebihnya termasuk respons bagus ..",positive,prdect_id
"kenakan jas demokrat , cakka diperkenalkan sebagai kader",neutral,smsa:train
anak buah megatron melakukan tindakan radikal dan fandalisme dan kalian selalu bungkam kalau komplota nya yang berbuat jahat !,negative,smsa:train
"kecewa karena penjual tidak melakukan req yang saya minta. beli gendongan ini untuk kado, karena bisa req untuk ucapannya makanya saya beli disini. saya sudah minta untuk difotokan kartunya sebelum dikirim ke teman saya, janjinya mau difotokan ternyata tidak. sehingga teman saya yang menerima barangnya sampai bingung ini pengirimnya siapa. setelah 2 hari barang tiba saya wa ke teman saya, dan dia menceritakan bahwa tidak ada tulisan apapaun didalam paketnya. jadi dia bingung ini dari siapa. tolong ya kedepannya setiap permintaan itu kalau sudah janji bisa dilakukan ditepati. kalau memang dari awal tidak bisa melakukan saya tidak akan beli disini.",negative,prdect_id
masih goreng nikmat tidak terlalu nikmat . agak manis bumbu ayam nya . parkir sempit karena di jalan sempit .,negative,smsa:train
"kurang bagus kualitas nya kemaren beli ditoko sebelah harga sama kualitas lumayan, yg ini boros dan bikin kamera jadi over heat",negative,prdect_id
mencari restoran yang tidak pakai msg terus dapat info kalau lumboenk kafe tidak pakai msg jadi ke sana deh . nyobain stuffed chicken nya dan caisim nanas jus ternyata enak banget . jempol deh,positive,smsa:train
"fitur terbaik mungil bagus , sepadan dengan harga sepadan lah dengan harga good ter the best",positive,kaggle_shopee
"bagaimana menurut kalian . si bocah ingusan pendukung fpi , ketua nya saja bajingan",negative,smsa:train
terima kasih hadiah pulsa nya sudah saya terima amp sangat bermanfaat,positive,smsa:train
"belum mantap dengan golkar , demokrat penjajakan ke pkb di pilgub jabar",neutral,smsa:train
fitur terbaik lumayan bagus sepadan dengan harga sesuai harga minimalis lucu bisa di bawa helling,positive,kaggle_shopee
sinyal xl jelek banget di sini .,negative,smsa:test
"enak makanan nya akan tetapi mahal sekali harga nya , lebih mahal dari restoran jakarta yang elite , . pelayanan nya cepat , bagus , banyak sekali pelayan nya , agak susah ketika mau memesan tambahan makanan karena lokasi yang bertebaran sangat berjauhan .",positive,smsa:train
khofifah mau saja kerja bareng gus ipul padahal gus pul track record nya tidak bagus .,negative,smsa:train
fitur terbaik baik sepadan dengan harga pengiriman agak lambat sedikit,positive,kaggle_shopee
"mi yamin avon salah satu makanan yang rekomendasi ketika kita berkunjung ke bandung . mau yamin asin atau manis silakan pilih sesuai selera . harga sesuai dengan porsi yang disajikan , selain bakso makanan pendamping mi yamin juga bermacam-macam ada ceker , babat , pangsit dll.",positive,smsa:train
"saya sependapat , acara tersebut harus dilenyapkan , banyak acara yang tidak berguna . misalkan pesbuker . orang-orang dalam acara nya pun bertingkah seperti orang tidak sekolah saja .",negative,smsa:train
"barang gampang rusak,jarumnya lepas terlempar",negative,prdect_id
tapi pas gua ikut mata kuliah yang gabung fakultas lain yang bukan dosen psikologi itu dosen nya se sampah itu ternyata . sepertinya bagi fakultas lain biasa saja .,negative,smsa:train
cebong memang cetek otak nya kelamaan berendem sih .,negative,smsa:train
"datang ke tempat ini pas malam hari , sebelum ke tempat saung , melewati galeri seni . di saung makan ada air terjun buatan yang cukup deras aliran nya , cocok yang butuh suasana alam",positive,smsa:train
tolong cek email dengan benar ya mas atau mbak ! masa saya sudah mengirim email 5 kali tidak ada yang bertanggung jawab si,negative,smsa:train
bumbu kacang pedas ekstra sambal bu rudi sangat mantap .,positive,smsa:train
"ketagihan makan di sini , cah kangkung nya enak , pelayanan nya bagus , ramah , tempat nya juga sangat nyaman dan strategis , berada di pusat kota bandung , dekat dengan swalayan dan hotel , dan dekat dengan pintu tol pasteur , jadi untuk yang di luar kota , bisa dengan mudah menemukan tempat ini",positive,smsa:train
tidak ceria,negative,smsa:train
nyampek dengan selamat dan berfungsi dengan baik,positive,kaggle_shopee
"harga cukup terjangkau untuk ukuran mal istana plaza . menu mi ayam , dimsum , nasi lemak , seperti toast , kwetiaw . pelayanan cepat , tempat nyaman .",positive,smsa:train
"pdip adalah pki , tenggelamkan rakyat indonesia . partai pengkhianat bangsa .",negative,smsa:train
"jalan-jalan ke bandung , terus mau ke tangkuban perahu , pas banget jam makan siang . pas sampai di salah satu tikungan ada rumah makan , saya baca nama nya saung pengkolan , hehehe pas banget nama dan lokasi nya . suasana nya asyik juga , tidak terlalu riuh , santai . menu nya standar rumah makan sunda . sayur asem , ikan goreng dll. semua masakan nya untuk lidah saya sih pas saja , lumayan enak . lanjutan",positive,smsa:train
"tempat nya nyaman banget dan bersih dengan gaya kafe tempat anak muda nongkrong , menu makanan khas sunda yang enak dan harga nya relatif murah .",positive,smsa:train
"bagus kotaknya, harga nya murah.. pengiriman cepet...",positive,prdect_id
"menyenangkan , makanan enak tapi ya pelayanan kurang , terlalu lama makanan yang dipesan , minuman juga enak enak",negative,smsa:train
fitur terbaik kurang memuaskan barang kw sepadan dengan harga jgn beli deh ntar nyesel barang kw pokok ee,positive,kaggle_shopee
yang foto sama orang itu bukan adik bang doni . jijik ah foto sama orang itu .,negative,smsa:train
paket sdh diterima dgn baik sesuai pesanan... respon dan proses nya cepat... packing nya juga rapi dan safety... thanks gan ?,positive,prdect_id
putin sarankan rusia dan jepang sepakati perjanjian damai,neutral,smsa:train
kardusnya peyok...mngkin dr ekspedisi nya... untung dalemnya baik saja...,positive,kaggle_shopee
"restoran steak yang sangat nikmat , menawarkan berbagai macam varian steak yang rasa dan harga berbanding lurus .",positive,smsa:train
sesuai ekspetasi..?,positive,prdect_id
"pelayanan nya oke , standarlah kaya outlet pizza hut lainnya . cocok banget buat nongkrong sama teman atau kolega bisnis .",positive,smsa:train
cottage nya serem ga bisa tidur bos bangunan nya kayu-kayu tua yang tampak tidak terpelihara baik toiletries seadanya handuk kumal untuk penginapan nya saya kasih nilai minus .,negative,smsa:train
"mi ayam cipaganti terletak di jalan cipaganti , depan masjid besar cipaganti . tempat makan ini berupa berupa gerobak dengan beberapa kursi plastik . parkir motor mobil bisa di sisi tepi jalan atau di parkiran masjid , yang penting tidak membuat macet pengguna jalan yang lain . ini kali pertama saya mencicipi mi ayam ini , karena enak dan lapar saya pesan dua porsi .",positive,smsa:train
senang banget ada home servicenya!,positive,prdect_id
"pemandangan nya bagus , nyaman , adem . pelayanan juga ramah cukup cepat . makanan enak , lupa menu yang dipesan tapi semuanya enak delicious deh pokok nya . kebetulan berkunjung pas sesaat setelah hujan , jadi ya dingin-dingin gitu deh . tersedia mainan jumper binatang untuk anak-anak sembari menunggu , lumayan bikin senang kedua balita ku .",positive,smsa:train
langganan ?,positive,prdect_id
fitur terbaik bagus sepadan dengan harga terjakou kualitas bagus dan harga terjakou pengiriman cepat dan pemilik toko juga ramah jangan ragu untuk beli di toko ini barang berfungsi dengan baik dan kulir juga ramah,positive,kaggle_shopee
"apabila anda berkunjung ke bandung . cobalah ke warung pasta . berlokasi dekat dengan kebun binatang bandung dan rumah sakit boromeus . di sini menyediakan berbagai macam masakan dari pasta seperti spagheti , fettucini , lasagna dll. selain itu ada menu nasi dan pizza juga loh . harga nya cukup murah dan rasanya enak . tempat nya nyaman untuk bersantai bersama teman maupun keluarga .",positive,smsa:train
"pengiriman cepat, packaging oke, seller ramah, recommended sih, udah berkali-kali beli di sini. kualitas juga oke, mantapp min, tingkatkan",positive,prdect_id
"jangankan mengurus provinsi , mengurus rt saja saya yakin rusak . anies baswedan tidak pernah punya record dia punya prestasi . sandiaga uno sebagai pengusaha menjadi hebat karena men uno . pada dasar nya mereka berdua adalah dua orang idiot yang diperalat gerombolan yang mengincar apbd jakarta .",negative,smsa:train
tipis bgt,negative,prdect_id
sepadan dengan harga sangat sepadan fitur terbaik fitur bagus .. pengiriman cepat .. cuma pinggir nya speaker agak terbuka sedikit tpi gk pp lah sudah di lem pake alteco .. bagus,positive,kaggle_shopee
"kecewa sama barangnya, suara yang di keluarin ga bisa gede, padahal udah paling maksimal",negative,prdect_id
"semprotannya tidak berfungsi, sangat mengecewakan",negative,prdect_id
packing buruk. kertas sampai pada sobek bungkusnya.,negative,prdect_id
bagaimana gak kecewa ? sampai sekarang jam tangannya gak nyala! udah d cas beberapa kali bahkan seharian. tetap gak nyala! saya kecewa ?,negative,prdect_id
