text,label,source
"sama sekali tidak ada rencana untuk makan di sini tapi karena waktu sudah mepet untuk pergi ke pasteur atau pasirkaliki , akhirnya dago dipilih untuk tempat singgah cari makan malam . ini jadi tempat terdekat karena kami baru mengunjungi tahura ir . juanda . tahu tempat ini dari teman satu perjalanan yang dapat rekomendasi dari teman nya yang tinggal di bandung .",positive,smsa:train
JELEKKKKK PUTUSS SEMUA TALINYA,negative,prdect_id
"tidak sesuai pesanan, yg di pesan Gula 1kg, kecap kemasan sama teh, yg sampe gula nya cuma 1/2 kg, teh sama kecap",negative,prdect_id
"sate legendaris yang paling enak di bandung . lokasi nya di sayap dago jadi dekat ke kota . boleh dicoba , one of the terbaik sate in bandung !",positive,smsa:train
orang yang pakai koteka itu kayak gembel,negative,smsa:train
"lokasi nya bagus , banyak terdapat restoran sehingga banyak pilihan , makanan rasanya standar tapi sedikit mahal .",positive,smsa:train
"Mantaapp, ringan rasanyaa, mantul produk dalam negeri..",positive,prdect_id
"produk nya bagus, sesuai deskripsi ????",positive,prdect_id
tidak amburadul,positive,smsa:validation
dia memakan susu indomilk di dalam kulkas,neutral,smsa:train
berita indonesia : presiden pastikan awasi proses penyerahan sertifikat tanah untuk rakyat,neutral,smsa:train
"Barang tiba & sesuai pesanan, tinggal dipake masak deh.. Terima kasih ya..",positive,prdect_id
"gelaran jateng wow 2018 telah usai pada 31 maret lalu . dari pelaksanaan selama dua bulan penuh , kegiatan ini telah meningkatkan hunian hotel mendatangkan ribuan kunjungan wisatawan mancanegara ke jawa tengah .",positive,smsa:test
cuma penerbangan di indonesia yang tidak pernah ngehargai waktu . sudah bayar mahal tetap pelayanan nya mengecewakan,negative,smsa:train
"natal tahun ini lebih sedikit orang ibadah dari tahun lalu , tapi kemacetan lalu lintas lebih parah tahun ini ckck",negative,smsa:train
tidak egois,positive,smsa:train
"pendukung prabowo seperti art , sda adalah orang-orang bejad tabiat nya kasar termasuk orang ini semoga dilaknat oleh allah",negative,smsa:train
"kemarin itu pertama kalinya mencoba fatmilo yang white milo . demi apa pun itu enak banget sih ampun aku itu tidak bisa berkata-berkata lagi ! enak banget , selera gue bangetlah !",positive,smsa:test
"favorit saya di sini adalah lotek , nasi lengko , sama rujak tapi bukan berarti makanan lain tidak enak , hampir semua menu nya enak cuma sayang rasa enak nya berkuraaaaaaaang banget karena pemilik dan pegawai nya judes amit-amit . jadi kalau mau makanan enak , datang ke sana , pesan , jangan pakai banyak tanya atau meminta , terima makanan anda apa ada nya saja",positive,smsa:train
"makanan nya oke , harga juga murah , boleh coba nasi marah nya . ada level level nya . level 1 sampai 5 . kalau yang suka pedas banget dicoba level 5 . enak . bir nya juga murah . jadi kalau ke bandung harus mampir ke sini .",positive,smsa:train
"udah pesen pke dus, gak ada dus nya. mending gak udah pke dus dah",negative,prdect_id
"kalau sudah batagor pasti ya di jawa barat , dengan bumbu kacang yang tidak terlalu halus dan digoreng juga pas sehingga tidak terlalu keras .",positive,smsa:train
dikira pertama ke sini bakal dijamu dengan masakan sundanese . ternyata ini restoran makanan cina makanan . lumayan sih rasanya . harga nya cuma agak mahal . yang keinget di sini . hanya es mangga nya enak sekali . asem-asem segar .,positive,smsa:train
pia nya gak dikirim,negative,prdect_id
ada satu yang salah dong pengirimanya gimana kurang teliti,negative,prdect_id
Pokoknya suka bgt lah ama sabun ini,positive,prdect_id
"menyajikan masakan tempo dulu , suasana kafe didekor dengan hiasan poster-poster zaman enzim dahulu . yang favorit : nasi goreng dan kerupuk banjur nya",positive,smsa:validation
Beli 3 dikirim 2 doang. Balikin duit gw penipu!,negative,prdect_id
"enak dan murah suasana menyenangkan , makanan di sini membuat kita bernostalgia seperti kue apa , mie kocok , dan lain-lain",positive,smsa:train
"hai , kamu berubah ! aku benci kamu ! dulu kamu tidak ngaco begini , dulu kamu itu idaman aku . sekarang ? aku tidak sudi ! aku bete !",negative,smsa:train
ukuran karet sesuai . Mantul...?? dan waktu pengiriman lebih cepat dari jadwalnya... mantap dah... is the best..??,positive,prdect_id
"salah satu restoran makanan cepat saji yang saya sukai , karena makanan nya cukup beda . paling suka mozza burger nya yang enak dan besar , lalu ayam goreng bumbu pedas nya pun juara . apalagi ditutup dengan dessert andalan nya yaitu waffle",positive,smsa:train
order ke dua dan mantab,positive,prdect_id
"tempat makan seafood ala lousiana yang lagi happening , walaupun harga nya agak mahal , tapi rasanya enak , rasa saus nya lezat dan seafood nya tidak mengecewakan",positive,smsa:train
"Barang yg dikirim ga ada remote nya, ga lg belanja disini, toko kurang teliti�",negative,prdect_id
"favorit saya adalah ni ku udon , yaitu udon dengan rasa kuah asin gurih . enak sekali dimakan saat hangat , dan wangi kecap jepang nya sangat terasa . isi nya adalah udon dicampur dengan daging sukiyaki . porsi nya tidak terlalu besar namun cukup mengenyangkan karena udon yang cukup tebal",positive,smsa:train
"makanan nya lumayan enak-enak di udara dingin dan banyak variasi nya dari mulai restoran burangrang , saung purbasari dan area foodcourt nya .",positive,smsa:train
"sejak kecil sudah diajak oleh orang tua makan mie kocok mang dadeng . sampai sekarang masih jadi makanan favorit keluarga , meskipun kami sudah tidak tinggal di bandung . mi dengan tauge dan kikil sapi , cocok di makan kapan saja . kikil nya empuk dan kuah nya segar . ditambah dengan kerupuk aci . kalau saya selalu menambahkan cuka untuk menambah kesegaran nya .",positive,smsa:validation
Tiap kali beli barang selalu research dulu. This one bener-bener top dibanding yg lain. Ada harga = ada kualitas. Pernah beli yg 20k dan cepet bgt rusak and slip. Kl yg ini solid and the best. Thanks gan.,positive,prdect_id
Hari ini baru terpasang. Ternyata ada satu palang yg ukuran pendek cacat..bengkok dan cedok bekas besi ditekuk..akhirnya saya pindah posisi palang tersebut dibagian tengah dalam..secara keseluruhan barang baik. Mungkin perlu ditingkatkan QC nya saja.,negative,prdect_id
"buat kamu yang senang foto-foto di sini tempat nya sapu lidi . kuasa nya luas , banyak macam makanan pilihan nya . pemandangan nya juga bagus buat foto-foto ya . lokasi nya di daerah atas . banyak taman nya . pokok nya mantap deh yang belum pernah ke sini ayo ke sapu lidi . makan di sini ya",positive,smsa:train
lokasi tepat di jalan utama kota bandung yaitu jalan juanda . makanan nya khas makanan indonesia sayur adem karedok tahu tempe ayam goreng . dan yang paling sedap tentunya sambal nya . jika hanya sampai jam 3 siang,positive,smsa:validation
sabun lifeboy mahal banget sekarang,negative,smsa:train
"dulu kami mampir ke sini udara nya termasuk dingin dan menyengat . restoran nya cukup besar , ada tiga lantai , dan tanah nya luas . sekarang udara nya sudah tidak dingin . model makanan nya ada makanan barat , indonesia , italian , chinese makanan , steak . malam minggu datang ke sini lumayan tidak seramai the v . ada bus rombongan dari perancis juga . parkiran luas dan mudah .",positive,smsa:train
"paris van java mal berlokasi di sukajadi , bandung dan mudah dicapai dari pintu keluar tol pasteur . di mal ini terdapat berbagai retail outlet terkenal dan restoran-restoran dengan berbagai pilihan makanan . konsep mal mirip dengan bugis junction di singapura .",positive,smsa:train
"memang bukan hanya makanan yang dijual the peak . pemandangan kota bandung menjadi sebuah keunggulan yang bisa dinikmati , udara yang segar membuat tempat ini bisa jadi tempat kongkow yang menyenangkan . hanya saja memang harga makanan di sini cukup tinggi . dengan rasa yang buat saya not jadi spesial . kata suami : seperti buatan mama di rumah . wkwkwk tapi secara keseluruhan baik its a bagus tempat .",positive,smsa:train
"entah ya , beberapa film indonesia yang saya tonton sering nya begitu , belum mampu bercerita dengan baik , jadi gregetan .",negative,smsa:validation
"Sudah dicoba dan tidak efek sama sekali, untuk proses pengiriman dari penjual cepat. Terima kasih",negative,prdect_id
"parah , sih , bikin emosi naik ngobrol sama pelayanan pelanggan bank itu , songong setelah .",negative,smsa:test
"thank you utk saran2nya anabul ku kebantu banget sama produk ini, bakal repurchase lg nih",positive,prdect_id
pakai mobil ford yang kata nya irit nyata nya boros tidak untung,negative,smsa:train
"motor depan sebelah kanan cepat panas dan sekarang tdk berpungsi,motor belakang kiri jg sama",negative,prdect_id
kurang kuat....lem nya lemah,negative,prdect_id
"ahmad dhani suka-suka - an ikut-ikut politik , mengerti juga tidak .",negative,smsa:train
"Seller 2x masalah dalam pengiriman barang. Pertama, saya beli 3 macam barang yg di kirim cuman 1 macam. Kedua, barang yg kurang sudah dikirim tetapi tidak seusai pesanan saya. Alhasil cuman 2 barang yg saya pesan yg nyampe. Ngasih resi jg tidak sesuai di pengajuan komplain, admin slow respon, official store ga menjamin deh",negative,prdect_id
lakban tipis bukan 90 yard kecewa,negative,prdect_id
gue berharap semoga yang lagi menyinyirkan korea ini tidak pakai handphone samsung ya,neutral,smsa:train
"lucu , katanya di proses ke toko cabang tapi malah ujung nya di kirim padahal saya cuma mau ganti alamat penerima , repot sekali toko ini hanya untuk cancel pembelian saja di bikin ribet",negative,prdect_id
"kecewa dengan kualitas barang dari depan kantor , chitato expired masih dijual untung aku masih baik . tadinya ingin lapor .",negative,smsa:test
makanan enak harga terjangkau . rekomendasi tempat to visi dan makan . rekomendasi makanan nya sop buntut dan iga menara . western nya pasta . wow enak banget .,positive,smsa:train
menikmati sarapan di sini sungguh menyenangkan dengan udara yang segar dan pemandangan yang keren . betah berlama-lama . natural banget . pilihan menu juga cukup variatif . staf yang ramah dan membantu .,positive,smsa:train
"cobain deh masakan vegetarian , sehat dan juga banyak varian apalagi bawa keluarga harga tidak terlalu mahal",positive,smsa:train
"untuk anda yang suka tempat nongkrong yang punya pemandangan alam , sierra dapat menjadi pillihan . makanan nya cukup enak dan pemandangan yang disajikan enak . cocok untuk tempat nongkrong bersama teman dan pasangan",positive,smsa:train
"tempat asik , makanan lumayan lengkap , ke sini pas malam hari lampu lampu nya keren , pemesanan tempat sangat terorganisir .",positive,smsa:validation
"terima delegasi senat , presiden jokowi : indonesia dan ceko sahabat lama",neutral,smsa:train
"harapan kami anda sebagai pemimpin negeri ini . kekayaan yang kita miliki . akan kembali kepada rakyat , rakyat hidup makmur , nkri harga mati . kita rebut kembali kekayaan negeri ini yang telah jadi bancakan para penghianat dan penjual aset bangsa . bravo bung prabowo . insyaallah",neutral,smsa:train
"datang barang bagian samping agak bonyok dan terbuka, pas bongkar beberapa sekat ada yg terkelupas terkena gesekan entah karena apa. ada juga satu sekat yang tidak rapi pada bagian press resin nya. untuk sekat bagian depannya ada yg penyok pada bagian resinnya. semoga kedepannya bisa di check lagi quality controlnya di tingkatkan.",negative,prdect_id
"Alhamdulillah barang sudah diterima dg baik,respon penjualnya top deh.semoga makin sukses,Abang kurirnya ramah.terimakasih",positive,prdect_id
payah banget pelayanan grab sekarang,negative,smsa:train
"ulama sering terdengar di aniaya ya , tapi kalau biksu dan pendeta kok belum pernah kedengaran ya ? padahal ini negara islam , tapi malah ulama yang kena .",negative,smsa:train
harga telepon genggam vivo y71 kemahalan padahal telepon genggam nya tidak bagus-bagus amat .,negative,smsa:test
kualitas main amat buruk.,negative,prdect_id
"rasa enak banget ! wajib dicoba buat pecinta ayam bakar . harga pun sepadan . lebih enak kalau makan bareng-bareng sama keluarga tercinta , tempat makan nya enak .",positive,smsa:train
"Padahal order siang, tapi pesanan baru dikirim di hari esoknya bukan di hari yang sama. gak rekomended tokonya !!!",negative,prdect_id
gasuka warnanya:(,negative,prdect_id
"Kurang cocok utk bayi kulit sensitif. Bbrp kali pakai, kulit bayi jd beruntusan.",negative,prdect_id
maka dari itu kader nya itu banyak pemakan narkoba punya .,negative,smsa:train
"buat pelajar yang ingin steak pasti ke sini , murah sih . kebanyakan steak nya di goreng pakai tepung gitu sih . lumayanlah asik buat bertemu kangen sama teman",positive,smsa:train
"istri saya yang tidak terlalu suka ramen , untuk kali ini dia bilang enak dan gurih . dia malah memesan lagi untuk diri nya setelah mencicipi pesanan saya .",positive,smsa:train
cukuplah sekali aku pernah kecewa dengan lenovo .,negative,smsa:test
respon dan barang di proses dengan cepat thx kyou!! recommended banget.!!,positive,prdect_id
"bahan oke, joss lahh",positive,prdect_id
persoalan pajak alat berat di kalsel temui titik terang,neutral,smsa:train
deskripsi warna kurang sesuai,negative,prdect_id
"tv tidak menyala , lampu kamar mati , pelayanan macam apa ini ?!",negative,smsa:train
produk sdg smp dan sy tes tp tidak terbaca fast charging di hp,negative,prdect_id
"harga paket mahal , kualitas jaringan 4 tidak jelek .",negative,smsa:train
lomie karuhun sejak lama di bandung sudah terkenal : memamg lomie karuhun tidak ada dua nya . enaklah .,positive,smsa:train
braga permai kafe . ini kafe zaman dulu . tiap hari ramai banyak di ku njungi para tamu . makan dan minuman umum nya okoklah . hanya bangunan tua .,positive,smsa:train
"janjinya dapat 3 kaleng kecil dan 1 kaleng besar tapi yg datang adalah 4 kaleng kecil , kecewa bangetttt",negative,prdect_id
"kami mengagendakan salah satu tempat yang wajib kami ku njungai untuk makan malam adalah the valley yang berada di kawasan dago . hal yang istimewa adalah lokasi nya . dari restoran ini kami bisa menikmati pemandangan indah kota bandung di waktu malam . sayang nya , saat kami sudah duduk di luar ruangan yang langsung menghadap kota bandung tiba-tiba hujan dan air tampias , maka kami terpaksa pindah .",positive,smsa:train
"tidak usah ragu lagi internetan pakai smartfren , sudah 4 tidak , sepuas nya lagi . aku aja pakai .",positive,smsa:train
Positive quality. & ada bonus pelindung kabel ????????,positive,prdect_id
"saya datang dengan keluarga , suami saya sangat suka sekali dengan bebek debus nya rasanya gurih pedas manis , ditambah sambel nya makin nampool . anak saya suka sekali dengan kremes dan kol goreng nya , kriuk-kriuk garing beda dengan kol goreng di tempat lain . sangat direkomendasikan buat makan di sana lagi . !!!",positive,smsa:train
"warung nasi ampera merupakan restoran favorit kami sekeluarga , menu sunda dengan macam-macam sambal dan masakan rumah , terdapat musala luas dan bersih , harga yang bersahabat di kantong . mudah dijangkau dari tol jakarta - bandung keluar soekarno hatta .",positive,smsa:train
ini kok seolah-olah kami di dpr maling semua ya memang maling tolol . bibir kamu bikin gue muntah,negative,smsa:train
"Barangnya sudah ga enak lagi, udah beda rasanya",negative,prdect_id
sepanjang jalan dago mati lampu . lampu penerangan jalan juga padam bagaimana ini ?,negative,smsa:train
padahal saya telepon pakai operator lain tidak tersebut tidak ada masalah id mohon penjelasan dari saya sangat di rugikan .,negative,smsa:train
"tempat nya luas , tempat sangat mudah ditemukan karena berada di pinggir jalan utama di bandung , makanan nya khas sunda",positive,smsa:train
untuk acara besar dan menguras kocek . cuma lu dapat banget terlihat kota bandung nya . pilih yang paling ujung . kalau bisa pesan dulu kalau akhir pekan . dijamin tidak dapat kursi . di sini termasuk nya mahal . cuma sebanding sih dengan rasanya . mantap abis,positive,smsa:train
cari harta karun leluhur nya si di gunung huaguo .,neutral,smsa:train
"kadang bosan mengerjakan tesis , tapi issue perang dua kubu calon pemimpin indonesia ternyata lebih membosankan",negative,smsa:train
"kalau ke sini enak nya duduk di meja outdoor nya supaya bisa dapat pemandangan yang bagus . di malam hari suasana nya romantis banget , temaram begitu , jadi saya rasa tidak cocok untuk keluarga dengan anak kecil , soal nya takut nya anak kecil nya berisik dan merusak suasana nya . untuk makanan , berkualitas tinggi dan enak banget , sesuai dengan harga nya yang memang mencekik dompet .",positive,smsa:train
"tes ya es . sekarang sudah pada pilihan masing-masing saat nya bertarung sara fair seperti dalam pilkada jakarta Jakarta yang baru lalu , saya penggemar berat bang hormat selalu dengan beliau tetapi untuk pilgub jabar istiqomah sekeluarga insya allah pak suaikhu , amin ya rabb .. !!",positive,smsa:train
kecewa tdk spt yg diharapkan basah semua keluar airnya meskipun udah diputer mulai dr yg plg kecil maupun yg besarrr,negative,prdect_id
ganjar tak ingin ambil pusing walaupun banyak jagoan pdip keok di pilkada 2018 .,neutral,smsa:train
"terakhir chat sekaligus memastikan bilangnya merek GM Bear yg akan dikirim, ternyata kardusnya ajah yg merek GM Bear tp isinya merek lain BUCK-I. Barang datang ga sesuai kesepakatan. Ini mah bohong namanya...",negative,prdect_id
"restoran ini juga terletak di tempat stategis yaitu jalan dago . tepat nya di sebelah hotel holiday inn . sesuai judul nya , restoran ini menyediakan berbagai menu masakan aceh . favorit saya adalah mi aceh . harga standar tapi tidak terlalu mahal . jangan lupa coba roti canai nya",positive,smsa:train
cocok untuk anda yang gemar kuliner . batagor nya enak dan besar . saran saya coba untuk berbagi makanan dengan partner liburan anda agar dapat mencicipi banyak jenis makanan yang tersedia di sini .,positive,smsa:train
"kfc bandung supermall fasilitas nya lengkap luas , agak jarang ditemukan dikfc lainnya . keramahtamaan karyawan nya juga sangat bagus",positive,smsa:train
"Kali ini saya kecewa, mungkin karyawan teh Nina agak lalai liat order, sudah jelas ada pesanan bubble wrap dan dus, tapi paket yg saya terima tanpa bubble wrap dan dus.",negative,prdect_id
"sudah dicek mutasi terkirim , tetapi belum ada email masuk .",neutral,smsa:train
"nasi goreng bacon enak sekali . anak saya suka dengan bacok nya . porsi besar , bisa untuk 2 anak . sambal nya juga mantap",positive,smsa:train
"salah satu legend - nya percasi - udukan di bandung . nasi uduk cinta . nasi uduk nya khas banget . menu - nya juga macam-macam . ayam sudah pasti enak . usus , hati-hatian . sampai kol goreng . sambel nya juga tonjok . seuhahh . !!",positive,smsa:train
"pesan white yang dikirim gold , entah sengaja atau tidak teliti",negative,smsa:train
kenapala mesti ada sifat cemburu dalam hidup ni sungguh menyiksa,negative,smsa:train
parah sekali...pengiriman barang kurang.masih gak percaya sama konsumen....malas belanja lagi.walaupun dapat hadiah free.percuma yg free gak di kirim,negative,prdect_id
"makanan nya enak , tempat nya nyaman . harga makanan relatif terjangkau dan pelayanan cukup cepat dan ramah .",positive,smsa:train
"Warnanya soft,baguus sukaaa harga terjangkau buat ganti2 warna kuku ????",positive,prdect_id
agak kecewa ketika ada pelanggan yang memberi nomor telepon genggam ke orang lain bukan untuk masalah kerjaan tapi untuk tujuan lain tanpa konfirmasi dulu :,negative,smsa:train
Nyaman dipakai.,positive,prdect_id
