text,label,source
"waktu saya ke restoran itu , pelayan nya mendatangi saya dan bertanya untuk berapa orang .",neutral,smsa:train
"santap hidangan syukuran haji , puluhan warga cugenang keracunan",neutral,smsa:train
mantap cepat tepat,positive,prdect_id
pilihan seperti baso-baso dan lain-lainnya banyak di sini macam-macam dan unik-unik . selain suki di sini juga bisa bakar-bakar an,negative,smsa:train
bukan sekali dua kali saya melihat nya di pvj,neutral,smsa:train
"Seneng banget dapet best deal beli 2 gratis 1 gini. Produk dipastikan original. Pengemasan cepat, dan sangat aman krn selain masih dalam packaging plastik, masih ditambah extra protection pake bubble wrap tebel. Terus dikasih bonus susu 2 dus juga walau akhirnya harus kasih ke temen karena belum punya baby hehe. Overall thanks a lot seller! ??",positive,prdect_id
kesepian,positive,smsa:train
mau marah tiap detik pakai indosat di nangor,positive,smsa:train
ketegangan yang sempat muncul pada debat kedua diantisipasi oleh kpu jawa barat dengan meniadakan segmen saling bertanya antar-paslon .,neutral,smsa:train
"baru setelah itu hasil merger yang bukan merger karena kasus beda dengan merger bank mandiri , cth : bidang konstruksi ada adhi karya , waskita karya , hutama karya , wijaya karya , nindya karya , pembangunan persero digabung menjadi satu dengan dipimpin oleh adhi karya .",neutral,smsa:train
"enak rasanya , tempat nya berada di pusat pembelajaran dalem kaum sehingga mudah sekali dijangkau , dengan angkot maupun kendaraan pribadi",negative,smsa:train
"makanan nya gaenak . fish and chips porsi nya dikit banget , chicken wings encer banget jadi seperti makan sup ayam pakai kuah tuna . saus tuna yang ada di chicken wings nya lebih sering dari si ayam itu sendiri . minuman nya oke dan pemandangan nya bagus . kalau malam keren melihat city cahaya . oh ya . di bawah nya juga ada art galeri jadi bisa sambil lihat-lihat .",neutral,smsa:validation
"daripada apbd habis untuk nafsu korupsi cina yaitu pembelian tanah rumah sakit sumber waras yang dibeli dari yayasan cina , mending uang nya buat ganti tanah gubuk liar orang miskin di ciliwung .",positive,smsa:train
"jangan pilih pks - lah , munafik itu orang-orang nya",positive,smsa:train
"barangnya agak ringkih dan kecil, dan saat masang perlu hati2 krn besi2nya agak tajam , krn saat kita masang kmrn jari2 kami sempat tergores ??",negative,prdect_id
"zionis adalah bangsa paling sombong sekaligus yang paling pengecut di muka bumi , laknatullah israel .",positive,smsa:train
kak adit aku pesan indomi nya satu,neutral,smsa:train
Positive job respon cepat. paket cepat sampai,positive,prdect_id
masih belum bisa paket yellow nya minimal,neutral,smsa:train
batik outer kimono big sogan parang motif baru 150 ribu - tersedia di tokopedia,neutral,smsa:train
pan yakin punya modal jadi pilpres setelah menangi pilkada di 10 provinsi .,neutral,smsa:validation
"pertamakali berkunjung ke resto ini sejak masih di jalan hergamanah , zaman saya s mu . makanan yang disajikan rasanya masih tetap sama . shashlik menu favoriit dan sup jamur . rasa roti nya tidak berubah , menu nya makin banyak . duduk berlama-lama di tizi tidak membosankan , tempat yang asik untuk makan bersama keluarga dan teman .",negative,smsa:train
pengalaman pretty asmara ketika mendekam di tahanan,neutral,smsa:train
"ayam goreng nya renyah dengan bumbu yang khas es krim sundae nya segar dan harga nya cukup murah dengan empat macam rasa yaitu chocolate , strawbery , blueberry , dan kiwi",negative,smsa:train
sesuai deskripsi...barang sampai dgn keadaan baikPackaging aman ??. Respon penjualnya top. Barangnya original ??.,positive,prdect_id
"lim guan eng seorang ketua menteri yang angkuh , sombong dan berlagak . memang tidak berguna satu sen punya",positive,smsa:train
demokrat berikan rokomendasi kepada malik haramain - muzayyan,neutral,smsa:train
"Sy pesan TIGA BUNGKUS mknan kucing merk Bolt ukuran SATU KILOGRAM. Tp dikirim HANYA SATU. Anehnya di label pengiriman tertulis 3 kg & 3 pieces (lihat foto). Dan nama penerima & alamatnya sudah benar. BAGAIMANA MUNGKIN? Padahal spt bisa dilihat di foto, dari ukuran bungkusnya saja TIDAK MUNGKIN hanya sebesar itu DAPAT berisi TIGA PCS / TIGA KILO. Sudah dikomplain tp TIDAK ADA RESPON yg berarti. Dana memang dikembalikan sebagian sesuai jumlah barang yg tidak dikirim. Tapi silahkan dinilai sendiri ...",negative,prdect_id
Kecewa jahitanya gak rapih trus itu peganganya amburadul...,negative,prdect_id
Sekian kalinya beli di tuang coffee...terbaaiikk,positive,prdect_id
kata pak jokowi soal rangkap jabatan . jadi kata-kata semakin tak bisa dipegang .,positive,smsa:train
suka sama hotel ibis . dia selalu bikin inovasi buat menjaga kenyamanan pelanggan . selalu konsisten juga memberi pelayanan yang terbaik untuk tamu .,negative,smsa:test
"gubernur jawa barat , ahmad heryawan mengucapkan selamat tahun baru 2018 untuk pendengar radio elshinta .",neutral,smsa:train
"pertama ke sini saya under estimate , pas waktu sampai saya mendengarkan lagu khas sunda yang tenang dan tempat makan yang nyaman . lalu makanan yang tidak terlalu mahal buat keluarga berikut pelayanan yang sangat ramah . pokok nya saya recomend banget dech . mantaps kampung daun",negative,smsa:train
di sini anda bisa melihat koleksi-koleksi kayu dan juga bisa sambil makan . menu hidangan utama nya adalah menu eropa .,negative,smsa:train
"nama nya sih boleh oxtale yang menunjukkan bahwa makanan unggulan nya itu sop buntut . tapi , sop buntut cabai hijau yang saya pesan ternyata sama sekali tidak ada rasanya . hambar . begitu juga quessadilla nya . malesin banget .",positive,smsa:train
pencitraan murahan yang sudah tidak mampu lagi untuk menipu rakyat !,positive,smsa:train
"Barang ori, harga murah, seller fast response, ramah, dan barang cepat sampai.",positive,prdect_id
"pertama datang ke sini karena rekomendasi dari medsos . tertarik melihat minuman dengan aromanis diatas nya dan kue cantik lainnya . tempat nya di lantai 3 mayfair building . jangan sampai kelewat ya , karena pertama ke sana cukup kesulitan . begitu masuk ke tempat nya kata yang terlintas adalah manis . mulai dari dekorasi dan konsep yang diterapkan sampai menu makanan nya .",negative,smsa:validation
"enak roti nya , nyaris sama dengan semua cabang . hangat ataupun dingin sama-sama enak untuk dinikmati . pelayanan bisa cepat .",negative,smsa:train
"loh parah nya jne ! saya nelepon tidak diangkat , tweet tidak dibalas , email tidak dibalas , pesan langsung tidak dibalas !",positive,smsa:train
sangat kecewaaaa bangett pengiriman barang lamaaaaaa sekaliii tidak sesuai dengan waktu estimasi nya dan melebihi sampe 3 hari lebihhh dari waktu estimasi nya..kecewaaaa,negative,prdect_id
Dapet 1 bolong. Pelayanan gak ramah. Udh tau salah gak ada kata maaf. Pesen yg smpe hari ini. Di kirim malah bsk dgn alesan ngbodohin customer. Pdhl beli dsni udh berkali2 tp 2 kali pembelian terakhir selalu ngaret. Klo salah ya minta maaf bukan malah boong. Paket jg di kirim berantakan asal masukin. Jangan sombong mentang2 udh bnyk yg beli. Inget tanpa customer anda bukan siapa2.,negative,prdect_id
di istana bogor itu dipelihara banyak rusa tutul peninggalan penjajah kata nya sih .,neutral,smsa:test
hasil survei terbaru smrc menyebut bahwa elektabilitas ridwan kamil - uu rhuzanul ulum masih tertinggi di pilgub jabar 2018 .,neutral,smsa:train
bidang lo bukan di dunia politik oon !,positive,smsa:train
produk lokal memang cetek .,positive,smsa:test
kami menjual kabel hdmi premium 1 meter beli 2 gratis 1 di lapak rich com store risvatin88,neutral,smsa:validation
Harganya ok banget dengan keiritan solution tineco ini. Lantai jd keset bersih dan wanginya ga lebay. Mantap,positive,prdect_id
1000 balon adalah film drama indonesia yang dirilis pada 25 desember 2013 .,neutral,smsa:train
malas,positive,smsa:train
udah tambah buble wrap 5 tetap aja tipis packingan nya..,negative,prdect_id
ternyata akang ridwan orang nya penakut tidak berani menegakan aturan,positive,smsa:train
saya selalu misi ini tempat ikan mas goreng nya tidak berduri sebanyak biasanya . selalu minta goreng ulang kering dan minta bumbu nya yang enak sambal terasi nya segar sekali ikan mas balita nya sedap kalau mau masakan sunda bagus tempat to go,negative,smsa:train
"kue nya enak . kalau kue nya pakai rhum , rum nya sangat terasa . bisa pesan untuk kue ulang tahun dan kue pernikahan .",negative,smsa:train
"restoran yang menyajikan hidangan akulturasi belanda dan cina ; dimiliki oleh bondan winarno . cobalah vietnamese drip coffee , sangat enak dan khas . makanan nya sederhana tapi citarasa nya juara . soto tangkar adalah favorit saya .",negative,smsa:train
secara tempat strategis dekat dengan jalan riau . di sini untuk makan ambil sendiri dan pelayanan nya cukup memuaskan . untuk harga lumayan mahal tapi terbayarkan sudah dengan makanan nya yang enak .,negative,smsa:train
Deskripsi dan gambar warna hitam tetapi barangnya yg sampai warna biru. GA SESUAI BANGET. Dichat komplain jawabnya cuma terima kasih. Ga niat jualan bos. Namanya orang jualan yg diutamakan harus kepuasan pelanggan. Klo di komplain jangan pura-pura oon/gak tau,negative,prdect_id
Mantap ori,positive,prdect_id
"rakyat sudah bosan dengan sinetron , apalagi drama . tumbangken .",positive,smsa:validation
saya minat membeli disini karena ada konfirm game ultraman evolution dengan jawaban ada donk. setelah barang sampai ternyata tidak ada.. sungguh mengecewakan. terima kasih. hati hati kalo konfirmasi kelengkapan barang.. tidak semua pembeli fokus ke ps2 nya.. perhatikan permintaan game nya..,negative,prdect_id
dpr : pemerintah perlu kaji dampak kenaikan,neutral,smsa:train
"yang terhormat , kamu kenapa malam ini , kecrpatan mu ngadat , kagak biasanya kamu begini .",neutral,smsa:train
tiga menteri era gus dur hadiri puncak haul di tebuireng,neutral,smsa:validation
: jangan lewatkan diskon langsung hingga rp 10 juta di senang jam gotf2018 !,neutral,smsa:train
"anies dan rhoma irama adu pantun hingga nyanyi begadang di monas - di atas panggung saat perayaan tahun baru di monas , gubernur dki jakarta anies baswedan adu pantun hingga nyanyi begadang bareng rhoma irama .",neutral,smsa:train
ade armando bikin meme jijik pakai topi santa . pngacara fpi meradang,neutral,smsa:train
pakai laurier double pas mau tidur saat menstruasi biar tidak bocor,neutral,smsa:train
"orang tolol , masa setiap warga negara boleh melakukan hal buruk . sudah sesat ini orang",positive,smsa:train
"follback ya kak , saya pelanggan pospay amp ; posmail anda lho , hehehe . terima kasih .",neutral,smsa:validation
"yang pasti saya sangat suka iga bakat superman nya , harga nya terbilang cukup mahal 80 ribu tapi dengan porsi yang sangat besar rasanya sangat layak dan bisa banget di makam untuk per 2 , tempat nya juga enak buat bawa anak karena ada tempat bermain area di depan kafe",negative,smsa:train
"buat penyuka sate . dicoba ke sini . sate ayam nya enak . bumbu nya meresap an potongan sate nya pas . agak gede jadi terasa enak nya . bumbu nya juga otentik . enak . harga nya memang agak mahal ya . sekitar 40 ribu an untuk 10 tusuk sate , tapi kalau enak kan tidak masalah . hanya saja tempat nya terbilang sederhana . biasa saja .",negative,smsa:train
alah indosat jaringan seperti tahi bikin kesal doang sudah blokir saja kartu gua aku ikhlas daripada tersiksa baring marah melulu gua,positive,smsa:train
"tersedia berbagai masakan enak di bakmoy mahmud bukan hanya bakmoy dengan harga relatif terjangkau . enak dan terjangkau . nama besar mahmud sudah tersebar bukan saja di bandung , tetapi hingga kota-kota besar lain di pulau jawa bahkan sumatera bagian selatan .",negative,smsa:train
hehehe . sundul juragan .,neutral,smsa:train
"Sblmnya maaf boxnya gasempet difoto, tapi packingnya rapih bre ?? walau bukan pakai bubble wrap, tpi tebel dan aman dari guncangan dan benturan padahal isinya juga kokoh ?? Harga udah murah, pelayanan juga terbaik dari sellernya, gila sih pokoknya Juara sih ini ???? Build nya kokoh besi, dan kontrolnya agak sulit btw krn hanya cukup control di sikunya, tapi kalau dh terbiasa sih enak aja.",positive,prdect_id
"Barangnya udh sampe, suka banget sama dompetnya, bahannya jga bagus, semoga aweeettt , 90% bagus bgt. Kualitas produk bagus ??. Desainnya cantik ??. Warnanya cantik ??. Jahitan rapi. Bahannya lembut.",positive,prdect_id
"woi , indonesia itu bukan milik kamu , kamu tidak pantas hidup di indonesia , cocok nya hidup sama isis , jadi orang tidak usah munafik .",positive,smsa:train
"kafe ini berada di mal paris van java , sangat enak dan nyaman untuk anda nongkrong dan bersantai bersama teman-teman . selain bisa menikmati bir , wine dan makanan wetan . anda juga dapat menikmati live musik yang ada di hari tertentu . cobalah menikmati pizza andalan nya , enak sekali .",negative,smsa:train
"sby telah penuhi syarat tersebut secara manis dan tanpa disadari cukong-cukong , sby berperan besar menyingkirkan ahok berkat sby , ahok kalah di pilkada jakarta 2017 pada - pkb sudah disiapkan jadi pengganti kih . nasdem sudah diintruksikan jr bergabung dengan koalisi pada - pkb untuk usung jokowi - ahy 2019",neutral,smsa:validation
musuh terbesar kuliah di pagi hari selain bangun dan mandi subuh adalah macet : berangkat macet pulang pun macet :,positive,smsa:train
kekalahan jagoan pdip di sejumlah daerah dinilai tidak akan memengaruhi jokowi .,neutral,smsa:train
barangnya bagus!! Kualitas Product Bagus. Harga terjangkau!. Recomended.,positive,prdect_id
"perbedaan nya , wico dikelola cfu consumer sebagai wifi basic amp ; berlokasi di kantor telkom / public service , wico partnership berlokasi di venue yang dikelola oleh mitra dengan branding mengikuti ketentuan yang berlaku",neutral,smsa:train
serius . sampai detik ini saya belum melihat satupun timses bosan yang benar-benar cerdas . yang otentik . cerdas nya kelas kw semua .,positive,smsa:train
burger king paket nya besar-besar . paket nasi yang paling sederhana saat itu menu dua ayam satu nasi . sangat kenyang untuk ukuran seperti saya yang selalu kekenyangan makan paket super besar nya kfc .,negative,smsa:train
kesal saja dengan kelakuan nyinyir terus kelompok sebelah .,positive,smsa:train
paket sdh diterima dgn baik sesuai pesanan... respon dan proses nya cepat... packing nya juga rapi dan safety... thanks gan ??,positive,prdect_id
indonesia memiliki ribuan suku,neutral,smsa:train
Tidak seperti yg diperkirakan sebelumnya. Lebih baik pakai aica aibon.,negative,prdect_id
partai munafik ! dulu jaman nya presiden suharto dan sby semua kebijakan nya didemo . eh sekarang apapun kebijakan presiden nya yang merugikan rakyat sepi demo .,positive,smsa:train
ac naikkan masih baru tapi panas aduh,positive,smsa:train
buruk super duper buruk kok bisa rusakk dlm nya ini pasti di banting2 sama JNE heran udah di bilang pake YESS YESS malah REG 15 sedia in yess dong tokopedia heran saya,negative,prdect_id
"menikmati pemandangan kota bandung malam hari dengan kelap kelip lampu dari kejauhan . puncak nya bandung ini mah . makanan nya juga lezat dengan harga yang terjangkau . membeli suasana . itu yang the valley tawarkan , kami hanya makan malam di sana sambil bercengkerama dengan teman-teman dari jakarta .",negative,smsa:train
"keren , ditantang menteri susi , sandiaga gelar festival danau sunter",neutral,smsa:train
"tata kelola migas semrawut , dpr ingin kewenangan bumn dikurangi",neutral,smsa:train
"wae keren. alatnya berasa jadi pengrajin rokok. matap seler ramah pros�s cepat , pengiriman juga cepat.",positive,prdect_id
car free hari di jalan sudirman bogor sudah tidak ada .,neutral,smsa:test
"manfaatkan inseminasi buatan , peternak kabupaten malang raup keuntungan",neutral,smsa:train
daftar obat tanpa resep yang sebaiknya dihindari ibu menyusui,neutral,smsa:train
"akun gojek tidak bisa ngeorder padahal gopay masih banyak , ngeselkan banget",positive,smsa:train
"bakso cuanki serayu bisa dimasukkan ke bucket daftar kalau mau berburu bakso enak di bandung . rasanya enak , harga nya juga murah . saya suka dengan pangsit goreng nya karena berbeda dengan bakso cuanki di tempat lain . batagor nya juga enak .",negative,smsa:train
terdapat belasan cabang olahraga yang dimenangkan oleh indonesia pada asean games 2018 .,neutral,smsa:train
"sorry cuma kasih bintang 3, sebetulnya mau bintang 2 tp aku tambah 1 krn respon adminnya yg ramah sm cepat. Sengaja beli di official shop berharap cepat karena mau buat kado temen, tp malah bikin kecewa karena salah kirim novel jadi retur makan proses jd gagal buat kado,Yah i know maybe human error cuma aku cm pesen satu dan salah :') semoga lebih teliti lagi kedepannya yamin",negative,prdect_id
"Paket sudah diterima dan di test, lancar tanpa macet, pokoknya recommended buat yang byari printer connect cash drawer, ya panda aja, setting nya jg gampang",positive,prdect_id
"untuk yang suka pedas , pilih sambal domba . ayam bakar / goreng rempah nya enak . tahu yunyi bakar / goreng nya juga enak",negative,smsa:train
jangan lupa minum air mineral 8 -- 10 gelas per hari nya .,neutral,smsa:test
Respon Seller CUKUP BAIK. Proses Pengiriman BAIK. Kurir Pengiriman CEPAT. Produk untuk stock semoga cocok pakai,positive,prdect_id
fahri hamzonk ketua mulut nyinyir mulut bangkai busuk . sangat tidak sesuai dengan sok agamis nya sok intelek tapi otak nya isi nya jelek . harus nya mulut nya itu di cuci sama air kencing nya sendiri,positive,smsa:train
"resmi diusung gerindra , kakak rivai selamati agus - tol lewat",neutral,smsa:train
"saya datang ke lokasi ini karena beberapa gambar yang indah dari rekan-rekan untuk datang ke lokasi ini , kita harus menuju wilayah utara kota bandung via dago lalu dari terminal dago , kita akan terus naik menuju thr taman hutan rakyat ada persimpangan ke kanan kemudian ikuti lagi kurang lebih 3 km 1 km terakhir jalan agak rusak , jadi berhati2lah . setelah sampai , ternyata tempat nya asik .",negative,smsa:validation
"selamat pagi , untuk melihat tagihan dapat menghubungi bni call 1500046 , kemudian tekan 0 untuk berbicara dengan bni call officer lalu tekan 2 untuk berbicara dengan bni call officer layanan kartu kredit . nanti petugas kami akan membantu anda .",neutral,smsa:test
"pengiriman lama sekali, diconfirm tdk dibalas pdhal online. Negative service..",negative,prdect_id
menyesal selama ini keringat ku terbuang sia sia,positive,smsa:train
"respon penjual cepat, pengiriman cepat dankemasan rapih",positive,prdect_id
"rakyat berharap indonesia akan semakin baik dengan kepemimpinan baik jokowi , maupun prabowo , sama saja .",neutral,smsa:validation
"Pakai Lem ini hati�. Pastikan penataannya balon sebelum dipasang, kalau nda ga bisa dicabut. bisa dicabut tp resiko pecah. MANTUL tingkat kerekatannya...",positive,prdect_id
"allah meridhoi pemimpin yang adil , amanah , komunikatif dan berilmu sert siap mewakafkan diri nya tuk jatim , yang terbukti berani membela yang benar tanpa rasa takut sedikitpun",neutral,smsa:train
"tjiang , memiliki beberapa cabang di bandung yakni di jalan kebonjati , jalan hos tjokroaminoto d / h pasirkaliki bawah dan jalan cibadak . tjiang menyediakan hidangan makanan cina makanan nasi campur babi . salah satu andalan menu nya yang menggugah selera adalah chasio garing madu . saya pertama kali kenal menu ini dari resto kacamata yang ada di jakarta namun menu tersebut di sini juga enak . secara keseluruhan baik enak .",negative,smsa:train
"tidak menyesal pakai jasa , pesan ke kantor semalam jadi lebih mudah dan pasti nya gratis",negative,smsa:train
ustad asal asal kebanyakan bacot,positive,smsa:train
pakai xl bikin saya tidak suka main ponsel,positive,smsa:train
"Ada sedikit cacat, selainnya oke",positive,prdect_id
"lawang wangi terletak di dago atas sehingga memiliki pemandangan bukit yang indah , ditambah dengan dinding kaca yang tinggi sehingga pengunjung memiliki pemandangan yang luas . terdapat berbagai instalasi seni dan lukisan diruang pameran dan terdapat jembatan kayu menjulang dengan pemandangan yang indah . kalau untuk duduk-duduk minum kopi oke banget sih tempat ini .",negative,smsa:train
"tempat nongkrong 24 jam anak muda bandung . andalan nya adalah penggunaan keju di menu-menu mereka secara masif . tempat nya cukup luas , sangat ramai , tapi kurang begitu bersih . namun , pelayan nya cukup sering terlihat menyapu dan membersihkan area . saran saya sih kalau anda bukan big fan of cheese sebaiknya jangan pesan mie rebus dengan keju , karena jadi nya kuah nya akan kental dan asin . tapi secara keseluruhan saya suka di sini .",negative,smsa:train
pdip mendeklarasikan cagub dan cawagub yang akan diusung nya untuk 4 provinsi .,neutral,smsa:train
kantor penghubung korut - korsel dijadwalkan dibuka hari ini,neutral,smsa:train
bni life melakukan renovasi pesantren dan madrasah di tasikmalaya,neutral,smsa:train
saya biasanya beli buku di periplus kalau tidak ya boks dan beyond .,neutral,smsa:train
Kualitas underpad buruk tdk sesuai harga.,negative,prdect_id
"as punya hutang ke jepang dan cina 30.000 triliun . orde baru punya nya hutang 6x hutang pak jokowi . sby hutang 2x hutang jokowi . 3 tahun tol tembus jawa , sum",neutral,smsa:train
"kami ke sini untuk sarapan pagi . biji kopi yang digunakan adalah hasil roast sendiri , sehingga benar-benar biji kopi yang masih segar , dan hasil nya pun kopi yang sangat enak . salah satu dari kami adalah rekan yang berasal dari belgia , dan di negara nya dia biasa makan croissant untuk sarapan . mantap .",negative,smsa:train
"diterpa isu miring , pdip belum terpikir mengganti anas",neutral,smsa:validation
"saya berekspektasi tinggi pada awal nya terhadap rasa ayam di sini . dilihat dari media sosial mereka terasa sangat menggiurkan . namun setelah dicoba ternyata rasa ayam nya biasa saja menurut saya , bumbu nya pun kurang meresap . menunggu nya pun cukup lama",positive,smsa:train
indonesia bubar ? partai kamu saja yang bubar ! partai tidak berguna untuk indonesia .,positive,smsa:train
musnahkan fpi pengajar kebencian .,positive,smsa:train
makasiii bgtttt aku sukakkkk,positive,prdect_id
tdk sesuai gbr/deskripsi,negative,prdect_id
"tempat makan nya unik , penyajian makanan tradisional banget . rasa standar banget , masih ada banyak rumah makan khas sunda yang rasanya lebih menang . kalau menikmati suasana sunda zaman dulu sih oke . tapi kalau soal enak , relatif deh . saya sih menganggap ini sangat biasa saja .",positive,smsa:train
awal dari rencana kunjungan kita di bandung memang ke paris van java mal maka dari itu niat banget cari hotel dekat paris van java mal . sampai-sampai ke sana kepagian dan masih banyak yang tutup outlet nya . tapi tetap ditungguinlah sampai buka outlet nya hehw . paris van java mal bagus konsep nya beda dengan mal lainnya . dan banyak brand terkenal di sana . tak lupa tempat makanan nya juga ada dan banyak pilihan nya .,negative,smsa:train
"aku sih tidak kecewa dengan keputusan yang diberikan jokowi dalam hal apa pun . sudah tidak diragukan lagi , jokowi adalah presiden indonesia tercerdas .",negative,smsa:train
restoran ini menjadi tempat pilihan saya berbuka puasa minggu lalu . pelayanan yang diberikan baik dengan pilhan menu yang banyak . yang saya suka adalah rasa ayam goreng nya yang khas .,negative,smsa:validation
rumah makan non halal di jalan suci bandung tidak jauh dari kantor imigrasi merupakan tempat makan wajib yang dikunjungi jika ke bandung . babi panggang yang dimasak ala karo disajikan agak kering dengan potongan tipis dan dilengkapi sayur singkong plus jantung pisang . enak dan gurih ! dengan harga yang tidak merobek dompet sangat membuat tempat ini mempunyai nilai lebih .,negative,smsa:validation
safely landed on the next day! masa expired pembalut masih lamaa di 2024. thank you so much ??,positive,prdect_id
